Rating,Users,Field,Action,Developer,Description
0.0,0 users,Business & finance,Urbanzoom,,UrbanZoom brings the convenience of property price prediction to your pockets and homes. You can get Zoom Value for properties in Singapore on the go using Google Assistant or at the comfort of your home using Google Home.
3.8,6 users,Business & finance,BrowseLuck,Browseluck Bilisim Ltd Sti,"BrowseLuck is your assistant to keep track of the values on web pages. It can monitor various data such as price of a dress, bitcoin price or precipitation for tomorrow.

Let's say you found a nice dress on the internet. You want to buy it but it's expensive at the moment. 

-Set a reminder by telling ""new website"" in your phone.
-Copy & paste the URL address of the web page.
-Enter the value you want to monitor.
-To find out if any value has changed, tell ""What's up""

""New website"" is not available in Google Home."
4.5,2 users,Business & finance,offer buddy,Flytxt,"Offer Buddy can recommend best fit offers to consumers based on their persona, intent and contextual needs. Enterprises can interact with consumers over natural voice using this intelligent voice interface, guiding them with right offers and actions to fulfill their needs. This is powered by Flytxt's digital customer engagement product NEON-dX, which uses analytics and AI to personalize conversations over this voice interface."
5.0,3 users,Business & finance,Lendi Home Loans,Lendi,"Lendi Home Loans can give you property value reports for millions of addresses across Australia. Our property reports include a price estimate, the property’s sales and rental history, and additional real estate information. Our Home Loan Specialists are also on-hand to answer your home loan questions and provide free expert advice."
3.4,5 users,Business & finance,We Are Faer,Faer,"Faer is the easiest and most fun way to discover sustainable fashion, simply tell Faer the clothing and styles you are looking for."
4.8,8 users,Business & finance,NDTV Pricee,Red Pixels Ventures Limited,"* Price search-engine across all big ecommerce stores in India - Flipkart, Amazon, Shopclues, Infibeam, Snapdeal, Paytm, Tata Cliq, Gadgets 360 and more in the future

* Not just for mobile phones and other electronics, it will find the price of books, apparel, furniture, appliances, cosmetics,  etc. We have over 6 crore products searchable 

* Use it before you buy anything in any store in India, ecommerce or physical. It is super fast and will help you save money on every purchase"
4.3,12 users,Business & finance,ProteinPal,Nestle EHealth,"ProteinPal helps you discover your protein needs in a fun and interactive way. No more need for complex calculations or guesswork, ProteinPal is here to save the day. Just as protein is crucial to supporting lean body mass, muscular development, and general good health, you will find ProteinPal’s insight a surefire play to amassing nutrient wealth."
5.0,4 users,Business & finance,GetBit,,"GetBit can be used to get the current price of different digital currencies

Data source : https://www.cryptocompare.com"
4.4,5 users,Business & finance,Ether Info,Ido Green,"Get real time details about Ethereum: Price, Market Cap, 24h trading volume."
5.0,2 users,Business & finance,Move Advisor,www.MoveAdvisor.com,"Get a moving price quote for your upcoming move for free. The pricing information is aggregated from thousands of people that have moved recently and have shared their move details and cost information. With Move Advisor, getting an accurate moving cost estimate has never been easier.

You can learn more about MoveAdvisor at https://www.MoveAdvisor.com"
5.0,2 users,Business & finance,Cleartrip,Cleartrip,"Planning to travel somewhere? That’s as simple as asking Google Assistant. With the Cleartrip action for Google Assistant check for flight prices anywhere. 

Just give us your origin city, destination city and your travel date. We will give you the cheapest flight details including travel time, price and airline. 

Give it a try. Here’s something to get you started:

Search for flights
""Ok Google, talk to Cleartrip""
“Find flights from Bangalore to London tomorrow"""
4.0,27 users,Business & finance,Crypto Manager,Emanuele Ricci,"Crypto Manager allows you to check in real time Cryptocurrency info on many Exchanges

Try with:
- ""What's the BTC price on Kraken?""
- ""What's the BTC volume on Kraken?""
- ""What's the ETH value in USD on GDAX?"""
3.9,8 users,Business & finance,Office Depot,Brandify Labs,"The Office Depot app helps you find the best deals at your local Office Depot, get directions, and check the status of your online orders."
4.0,1 users,Business & finance,Pizza Pal Light,b4.ai,"Want to decide what to order from Domino's and get a price estimate?  PizzaPal Light lets you explore Domino's menu and get pricing information (but not placing an order). No need to link an account or provide any personal information. 

Just say “Okay Google, talk to PizzaPal Light” and start building your order via natural conversation; no hands needed, multitasking always welcome.

Ask PizzaPal Light for suggestions based on your favorite ingredient. You can even customize the crust to your liking.

Here are some things you can say:
    •    “What do you have with bacon?” 
    •    “Can you add spinach to the Deluxe pizza?”
    •    “I want a thin crust Veggie Pacific pizza.”
    •    “I’ll take a large pepperoni pizza with Brooklyn style crust.”
    •    “Can you add bacon to that?”

Forget what you ordered so far? Ask for a recap of your order at any time.

Currently we’re offering a limited menu from Domino’s, we’ll be adding more restaurants and more menus soon!

*PizzaPal is not affiliated with Domino’s™ in any way."
